month,employer_id,market,revenue,revenue_minus_direct_costs
2017-07-01,PktPWkZv4+D/DeMlMYUUfts3Q2U=,sf-bay-area,0,0
2017-07-01,bXyNyXHOmnBBfkPekW+/URMjxCE=,los-angeles,19505,4385.166667
2017-07-01,wxL3Bdwv/G0ntODo6u+uX58r0HY=,sf-bay-area,2160,432
2017-07-01,qLV70khDzzIug3W/+YQ9BQpFwTw=,los-angeles,6480,1296
2017-07-01,zrbzuWLsvXz4Cb2LmtCMNrJIejI=,los-angeles,6480,1296
2017-07-01,4dSOyL8VHs6Vy/sg9g4g9F1kDco=,los-angeles,14310,2742
2017-07-01,pb8A2ZDfPOfVzeRKWPouv3dZKvA=,los-angeles,23162.5,4463.5
2017-07-01,WVQIuDuJr5xOU5Yb+omA9vuOVQ4=,sf-bay-area,5380,1061
2017-07-01,vmr8zpdA0JWJo+9FuJwcqaPp+DE=,los-angeles,2160,448
2017-07-01,VPa52DTAsWHiaS/G0mNOyFwGGSI=,sf-bay-area,7750,1550
2017-07-01,gu4myzWN48ajw8laGgYaqeH7OOI=,sf-bay-area,2828,565.6
2017-07-01,LHhAYdpvXxRH9fsjF0sYENunOK4=,sf-bay-area,2525,464.6
2017-07-01,FiHtUIdoEFa0xfgJimcXRWcABjo=,los-angeles,14775,3415.5
2017-07-01,fxrMPPox6TLcVa5oXvyORi4JqIs=,sf-bay-area,202,40.4
2017-07-01,U7PuXEZrAg8U1lBw/g0tSMk0zYw=,sf-bay-area,4848,942.8
2017-07-01,GqilIQLV/qpBEZDVRAP/THAFGGU=,sf-bay-area,3232,646.4
2017-07-01,bR2hIaNUEH3Bm37JnA95Otpd2wc=,sf-bay-area,9393,1865.2
2017-07-01,jjf7NCAF3y4of+c0ho9bK6yXEvA=,sf-bay-area,1616,323.2
2017-07-01,RrYtt/fGkvi6ZvKmMJMUICEE4Qo=,sf-bay-area,4040,781.2
2017-07-01,Ap64UKJR0Uav2VxoMuDGdHNYMnk=,sf-bay-area,4444,727.2
2017-07-01,lHtahdTgbzZqj0HGxOgdCozD6sQ=,sf-bay-area,6266,1094.8
2017-07-01,Fewe9OrZysy35CAP+zJHbT/okWs=,los-angeles,13327.5,2866.75
2017-07-01,ROgP/lTZUp1gh6haGAv0uAvq9gk=,los-angeles,5160,1032
2017-07-01,EDNn+iAiOrnSviOzIOl/twNPq/8=,sf-bay-area,1600,320
2017-07-01,+fWLVBEoYmXvUJPLkkkQyGDVHqs=,sf-bay-area,3500,700
2017-07-01,3+lEk6PwKRT8rATBdDHl3kAGLYo=,washington-dc,1050,200
2017-07-01,hT/w3MzG8ZBw4d4xYNNJSedkq6U=,sf-bay-area,94.5,18.9
2017-07-01,ilaHQFVenqWcpnZQAPYslXh6L60=,sf-bay-area,472.5,94.5
2017-07-01,sXzB38AVFc709kyUurMQFWmelHU=,sf-bay-area,0,0
2017-07-01,Y3DrdXTeQyxHRyim1ZW3qrWoN14=,sf-bay-area,2880,536
2017-07-01,ingflIO1C8pwtJa2YMUCcaDzuv0=,los-angeles,20707.5,4767.5
2017-07-01,+iDPvCzJR7ohTgjAJ3sQ2pvI3W8=,sf-bay-area,640,128
2017-07-01,4XmEQYOTa9zJc46TgS7rypn2L7w=,los-angeles,0,0
2017-07-01,sO8A34fFNBPyzD2nTkbj1HHAZNg=,sf-bay-area,1000,200
2017-07-01,ULad874F9qSTZD5uMSzn10kLhg8=,los-angeles,8160,1904
2017-07-01,WVwHC+sd5kzSlyO/zjOK/uc4em4=,los-angeles,9682.5,2259.25
2017-07-01,PwaQMv5sLT9DSqrjRr+T02jyi/8=,sf-bay-area,900,180
2017-07-01,gwk98X0yT87rrrXcTxkhObmQZCA=,los-angeles,19197.5,4479.416667
2017-07-01,kiGt1hwUf/fUEW1RsjxG1Xc3Erw=,los-angeles,2640,616
2017-07-01,Sg0HzxhEqcVGRSSIol4wBefV2UI=,sf-bay-area,160,32
2017-07-01,NqStHkUnB8kA6OgZjGqvNwD5Gk8=,sf-bay-area,1378.125,153.1096875
2017-07-01,f+j1ED2wNqB10aAG1mFUrqt+Amc=,sf-bay-area,900,99.99
2017-07-01,tIuQmMEwjiHtQkLid0CfVw1Cas4=,sf-bay-area,2559.375,284.3465625
2017-07-01,EWxqlZY9qGwcsmUEiErgBaSMJjw=,sf-bay-area,1012.5,112.48875
2017-07-01,EJBBFLz8I19BGh2ZdwUaAMpC07Y=,sf-bay-area,590.625,65.6184375
2017-07-01,B8L87NTKwFIOmMCbHfy9EuA1M0s=,sf-bay-area,393.75,43.745625
2017-07-01,9JL7dCeFHINiZlupbAVojTgQLnM=,sf-bay-area,815.625,90.6159375
2017-07-01,G/fDi6YUDt1B8jcS4VOHSGE4mpg=,sf-bay-area,1575,174.9825
2017-07-01,+zmk4Bj0yR7sZl+mwtjIOfWmmOQ=,sf-bay-area,309.375,34.3715625
2017-07-01,04b3s6mXzSdcybDi8ek9IalA0jU=,los-angeles,8790,2051
2017-07-01,oSS7zxrJjfKjX7/VQWzzOeVWeX0=,sf-bay-area,2485.25,248.525
2017-07-01,xYgTylCWD0JKNA7WH5FLx0jKaiM=,sf-bay-area,1123.5,112.35
2017-07-01,1LzqNIVJ3PKgHbPYFzW0BOch6bY=,sf-bay-area,400,40
2017-07-01,aZg7M+SPiJDldDTM/sXBIwo1Mv0=,sf-bay-area,2923.55,292.355
2017-07-01,soCV8Ca0OFQnHGCt4uazQ9v7VzA=,sf-bay-area,5718.7,560.635
2017-07-01,TQ4hK5515oyAwc1EM1CxehYHffQ=,sf-bay-area,1124.7,92.47
2017-07-01,+TImyytwRMzbqI3m7nZJ6fiKVmY=,sf-bay-area,674.1,67.41
2017-07-01,74jS7K8eIzXSqwzxOdH4IofCu8k=,sf-bay-area,720,113
2017-07-01,xFg2n+RA2U8LcfYMrfNZKwSH44U=,other,32987.5,7641.083333
2017-07-01,67lTbdJA8Cx9vAU59ctXV76xOKg=,sf-bay-area,1417.5,367.5
2017-07-01,A+qMiWV23GGFhn92ubvWhJAgSzU=,sf-bay-area,7830.01,1961.752593
2017-07-01,cEonxMcBvyKTPDx9uCl5VYq5oCs=,sf-bay-area,6142.5,1592.5
2017-07-01,TuBdM3vuXsiSyGWgr6I5vF0Yj/Y=,sf-bay-area,1653.75,428.75
2017-07-01,RM0w3f/+0SX05riHlo4W5B3nzZI=,sf-bay-area,112.35,11.235
2017-07-01,+MLSEDjDgcZOPVu9seT56Ueo/Bo=,sf-bay-area,1550.01,310.002
2017-07-01,zPe9GytCwYZhkybxBSmWEeaSgZ4=,sf-bay-area,2421.88,484.376
2017-07-01,FdzgjDxMTCeMrhqQEBkJeJrz0xI=,sf-bay-area,193.76,38.752
2017-07-01,PoPPDfU9rjHxwhJ64zU0Kzsf0p4=,sf-bay-area,2325,465
2017-07-01,u5+KNSGu0UDL8FGHA+5A4bljNkw=,sf-bay-area,1259.38,251.876
2017-07-01,hOpV6AQD9AaHSXE61sBEDYZdCIM=,sf-bay-area,193.75,38.75
2017-07-01,G1cgfV3R/f5VmICIHyWVORRE/SQ=,sf-bay-area,1162.5,232.5
2017-07-01,2MFH9nwWRPqeSps+QeWR+NNRIzk=,sf-bay-area,1937.5,387.5
2017-07-01,vXn3Z63lR2txCPADorWC40MIurs=,sf-bay-area,3196.89,639.378
2017-07-01,R+BFbU92QlH0tYeYjLYQlETZdK8=,los-angeles,11050,2466.333333
2017-07-01,ycWxGrnCxnIx0mH8pqO5ydpoTaY=,los-angeles,6032.5,1407.583333
2017-07-01,nNDwKnkZl1vRle90fVZQ6V6ZdwY=,los-angeles,17662.2,4121.18
2017-07-01,DEJV1mWDJu6aIXPW6lStOTBd96Y=,los-angeles,3120,672
2017-07-01,UbZ1MI3pnEj2E+Opptmq9+tfvxU=,los-angeles,4680,1092
2017-07-01,sAVHhY6CiPlt6Bk1DHviCG5xQ50=,los-angeles,5312.5,1239.583333
2017-07-01,pGr0ecB8kjApNuK0SxdJiJu7UCk=,los-angeles,18127.5,3988.833333
2017-07-01,Sz3MGk0FYslQFjQxc87TPUoKHB4=,sf-bay-area,937.5,187.5
2017-07-01,3eVdHug+RNnpEzgnIdf+3e+KIOU=,los-angeles,11280,2016
2017-07-01,HRDe4tPvgN0sG8Ds5A5yKRQ+DCY=,los-angeles,4490,996.8
2017-07-01,UgnVyYLuDJa7UoIfP4Bkg7rmuNk=,washington-dc,2764.8,518.4
2017-07-01,AIHT48dXWEE6xMBzjDuFuGZW7m8=,washington-dc,1812.4,332.48
2017-07-01,sOjZVLX7M0+XF3jY8SYVJivs6p8=,washington-dc,518,103.6
2017-07-01,9S23LgZpGYBCP7vrL4lkUKqHTKI=,los-angeles,1000,76.8
2017-07-01,aAXBYdM15QVel/VCve4kp7bHcPY=,los-angeles,360,72
2017-07-01,1jNj0OukGn/ruRBZkEzB/+3lzn4=,los-angeles,1950,360
2017-07-01,+NH9iqHZftYVWPreA6V1PjDHpU8=,los-angeles,2400,480
2017-07-01,QhbKIvKJRKNYJnZ8QXT7ptGozAM=,washington-dc,875,175
2017-07-01,ek0MZvXYj4QvZ1ky98apXiRVcq0=,washington-dc,1225,207
2017-07-01,xktYHF+sQWPUs1fjSAtv4442SZI=,washington-dc,0,0
2017-07-01,OxeSoQIC+SrD9USS4VzBq4cH4Lo=,washington-dc,455,81
2017-07-01,3b/xl+z4odw2GNssWjdQsxYfMm0=,washington-dc,1015,183
2017-07-01,dGp4ReEGDL0wwidTgB/33a35Ljs=,washington-dc,1487.5,257.5
2017-07-01,6quqp106YASrMk0B1lFYku7Vr7k=,washington-dc,875,165
2017-07-01,gu7Gg54eMwM7uCQgkUD9ZOoR/ik=,washington-dc,525,85
2017-07-01,l4E1Y12WVhZfRLfyIml8cm2Co5U=,washington-dc,175,35
2017-07-01,JyOs/dJkr42CxEwbeDpwsRatWgQ=,washington-dc,175,25
2017-07-01,T7nZEj3LfMjC/chv+HfyRWAVSL4=,washington-dc,2800,540
2017-07-01,WqXoxeBsZKS1+9PdPr0WU8/h26c=,washington-dc,1050,210
2017-07-01,y/BBDJGg2GSY0Pp60Kc06/5viTU=,washington-dc,280,56
2017-07-01,vORkOeaSvEtC7jffw4y5Zbqr4Fw=,washington-dc,0,0
2017-07-01,ptGapl2XTj7Usb1LgxVF2Vs4Pxw=,washington-dc,3500,700
2017-07-01,gGbjRq2ZU9OCMTxnuhNvAKt6Lso=,washington-dc,2450,490
2017-07-01,1HRuo1Y4M6fpvYy0PtZqigBCrRc=,los-angeles,4680,936
2017-07-01,OPBSFIDn53hJj7+3sni9FzM0bRo=,los-angeles,9240,1592
2017-07-01,daxKqjSwBUq+qhbb2dxKlXGKotE=,los-angeles,8340,1668
2017-07-01,rZUW+c3P/Grw6+WmTlZ9wwNIwhI=,los-angeles,7380,1476
2017-07-01,g4PK/Lq1l9IbB30OrrScwhOFutw=,sf-bay-area,0,0
2017-07-01,CxXtrfMxo+VPmUF/w2Fh33R+/pA=,sf-bay-area,350,35
2017-07-01,BZhcjn+Uvj+szjQSqch5C0oCbwI=,sf-bay-area,3400,650
2017-07-01,rA/PIpv+NQkn7VVtPkeGwkzJKcI=,los-angeles,2900,697.5
2017-07-01,zd9lqw9nX/YBW1WNlFUlLi2doNg=,los-angeles,3300,827
2017-07-01,SP5hDDAvGKFfHiZ4YuzszZ2AuqI=,los-angeles,875,175
2017-07-01,H6CB3Fcu9YLAnDB9mdTQXhBGLTk=,sf-bay-area,1500,300
2017-07-01,JY8VRZopTG3K4jmm4vobdRSVOhg=,sf-bay-area,2840.2,272.58
2017-07-01,HxBFKMlh7qlGYl5iYr0caYQy3FU=,sf-bay-area,374,37.4
2017-07-01,w9cK7JcxmD0UV9lwy9FxnQj1GMk=,sf-bay-area,5687,537.35
2017-07-01,9DUR54/WVBZUaW2oQXJLypN2+fA=,sf-bay-area,1309,130.9
2017-07-01,sP/tUAp2lFSAYYQcVfMC43IKK90=,sf-bay-area,4087.6,408.76
2017-07-01,RjdIKks/S98OgY/lKGgJkszk6qs=,sf-bay-area,114.4,11.44
2017-07-01,h01eePJVvaQWdHEAC5D/PCY195A=,washington-dc,86.4,17.28
2017-07-01,8F6AJevIbETR748pAExsBwtosy0=,los-angeles,0,0
2017-07-01,RfPIi9mYDF1RZb3mC6rxZ7zFd+w=,los-angeles,198,23
2017-07-01,HoCN7FojjqrfN0QmMDZyWBrjXUA=,los-angeles,396,62.6
2017-07-01,sxxo5bUJYl9vujzfvdHcei27dK8=,los-angeles,594,118.8
2017-07-01,tKTOaCaxHbU3eEPRW3F8a3tSzME=,los-angeles,994,10.4
2017-07-01,dXuEShn9+5c/aLgERqSAst8q0q8=,los-angeles,792,141.8
2017-07-01,x49Ko3FPHzusWXkLwTKKzBniwEM=,los-angeles,198,39.6
2017-07-01,wxMaLohOClzy8kBKPXUEinEvfKY=,los-angeles,0,0
2017-07-01,VGKfcDjPPwejzQHxLrswVpp3HQY=,los-angeles,0,0
2017-07-01,H6ewvANymkl0Nboou7Uz8r2aYi4=,los-angeles,891,178.2
2017-07-01,OgCkhAbJRRXTmn+8U5CQiHuYg3A=,los-angeles,297,59.4
2017-07-01,ok/cAcKYW377+xYT9mpr48lbles=,sf-bay-area,2250,425
2017-07-01,igo/Unu8e0S5/bKzOPC0gSDmNvQ=,sf-bay-area,0,0
2017-07-01,sVsBDGujmyL4VlO0+h2byjncyJU=,washington-dc,0,0
2017-07-01,XjNNnPV5FXQUL0A7MKE6U9tuZww=,los-angeles,0,0
2017-07-01,8/r//s+tW6TOqgQfYBmq8BRK6Qo=,sf-bay-area,2200,440
2017-07-01,suE4WDIhO8MMYIoSMG3eFo8FOnI=,sf-bay-area,1200,-150
2017-07-01,2TBubKq9Uz+FRYdevurziJkDvJI=,sf-bay-area,450,0
2017-07-01,+AAWHiyyaVstDQDyp0TvWWmbUBs=,sf-bay-area,577.5,115.5
2017-07-01,2/Z5C+VQRYRr6W7ODw+LEsvCEnA=,los-angeles,1980,95
2017-07-01,Qx91depzKiQdUbjcYCUQZfVl9B4=,los-angeles,330,66
2017-07-01,Tfx27r8GvjZCCmUAX5aECwzOWIg=,sf-bay-area,3120,624
2017-07-01,GQaUDf3xK+mUZf0sZe1H+PQdyCo=,los-angeles,4960,1284.64
2017-07-01,X9TdqjT8H3u4b+hwDeB1rTV74Hw=,los-angeles,1000,259
2017-07-01,U/BVaHt0Sr4Mky1K0tNvs8H0pso=,sf-bay-area,0,0
2017-07-01,EAJM+3QGD7aN7Aw0azXgiJxCiQ8=,sf-bay-area,112,11.2
2017-07-01,Cmypje3vdyqtPxl93N6MlOxKW2w=,sf-bay-area,5152,515.2
2017-07-01,3RzCe5nbjZVniCQt70aQ+mEhU8w=,sf-bay-area,400,80
2017-07-01,tZZ0Y8RvHfJ/d31ts3N+PU4Rexc=,sf-bay-area,224,22.4
2017-07-01,DIbTh7t/DJ7VF6Hzn40q95775bU=,sf-bay-area,4144,414.4
2017-07-01,HFcEEc4oYoY/Leh8g5oEDVfaID0=,sf-bay-area,300,0
2017-07-01,NydEgUJqmPT/FWuk+qjCrc7a0w8=,los-angeles,0,0
2017-07-01,9WvpMoplrWdlrwc3mHfTgNP2l7c=,sf-bay-area,472.5,94.5
2017-07-01,MGV2rAZtYULlVc/wHisB33rXou8=,washington-dc,540,108
2017-07-01,U22qMY49tnW9C3CQAZNA4vta/iE=,sf-bay-area,2025,380
2017-07-01,XCgauYTdmr2kqqAK79jU8Ltbtpo=,sf-bay-area,120,24
2017-07-01,LQlel97EFVVBzGfwTkpoarWcGVY=,sf-bay-area,0,0
2017-07-01,27hls8qwjarPNhDPswjyylBcu+M=,los-angeles,1350,270
2017-07-01,shyxcnOWJtPWVd3nLB+6oS+jNv8=,los-angeles,450,90
2017-07-01,Xz/c4QzrdKMF1yXPiRtawPetmug=,sf-bay-area,0,0
2017-07-01,5qEOCxta0t3DnQIE/0FvrkVT+zU=,sf-bay-area,0,0
2017-07-01,jUC/7rJde/6t9GF62QzKJg/i0oA=,sf-bay-area,0,0
2017-07-01,+IxEcy/so8nGmpERpBvy8ap9NdU=,sf-bay-area,0,0
2017-07-01,8O5OnHq+59Q4MwKv6tHRU8NkUtQ=,los-angeles,5500,1345.9
2017-07-01,wC9ITXyB/ODv3d11M6K+GGKJyDI=,sf-bay-area,0,0
2017-07-01,T5gC/qqyqXXTSNITxJJEDrdoSlk=,sf-bay-area,300,0
2017-07-01,Cy/uxv5OJ4r00iNUaS4/NyuUmC8=,sf-bay-area,150,0
2017-07-01,U9bqOlZFjub+8qlAaa2tsMzcVGQ=,washington-dc,3150,450
2017-07-01,C13vZdj8D+swBaHvefgi8dDTmVY=,sf-bay-area,400,80
2017-07-01,h2IWPzSoUdNfgafsF0IktPvK7Bk=,sf-bay-area,200,40
2017-07-01,mzA2u9qGy2IjSE9S4+oCdl9ybsM=,sf-bay-area,1177.2,195.44
2017-07-01,MnNC5kkgzhGGure9EaKU0HJm+cU=,sf-bay-area,5400,1080
2017-07-01,3vJWQQRNkhK+EDF8HhAYYdI9KZ8=,sf-bay-area,800,160
2017-07-01,NjJX2M6r+WSplhScWuRM9nHiNgw=,sf-bay-area,2600,520
2017-07-01,GYFtO1WsZs8TbxPY/kRCKzR6WYA=,sf-bay-area,400,80
2017-07-01,D7vVsiYNmK4/5RZA3Coz0C2B39Y=,sf-bay-area,1000,200
2017-07-01,M/Kh1aT6s0yNSkwXwJUk0lQJZKM=,sf-bay-area,600,120
2017-07-01,7a7/b+Bn7K4+FoPc7dh1rq1rrU4=,los-angeles,1118,223.6
2017-07-01,meT/Y8DNMXBgqz8uL05gXjy/5Og=,los-angeles,0,0
2017-07-01,H4+q7Mqp/GXuhBuv0zpJ1Qq8CVk=,los-angeles,1274,218.4
2017-07-01,GTbN6n6qkr6MFoSxr3byNVUYk0U=,sf-bay-area,2408,481.6
2017-07-01,hZWdXSd6LOoKeXVwLlVbSU/3WNQ=,sf-bay-area,1728,345.6
2017-07-01,rK+8wMG7ekJzLfpYDYUydNHK52Y=,los-angeles,356,71.2
2017-07-01,GmMev78Cy7ZxeMc0+EuYeMhwC+0=,sf-bay-area,430,86
2017-07-01,Ir8vVipxPCxnLKyxM3stHV7+pXc=,los-angeles,336,67.2
2017-07-01,sufXIm6EQJ9Zs0rL3Y/HcEpCsz8=,los-angeles,2670,534
2017-07-01,KVteCZg545wute/Tv9gNqLISD+k=,los-angeles,1596,319.2
2017-07-01,ta/d9izsDTW8khYVVWQVJo/CtIk=,los-angeles,1176,235.2
2017-07-01,Qgtw9GxA/wZSy7ED1U70JuDm7UY=,los-angeles,336,67.2
2017-07-01,2thdKdGG4QqqBKbe9USi5YKCGfc=,los-angeles,890,178
2017-07-01,Hlfubgra3plm4mlR3Ew33lSFc2Y=,los-angeles,168,33.6
2017-07-01,aFjKYr3svfd82+UHNFjhbXqhpaI=,los-angeles,1350,270
2017-07-01,PZsgS5BHDu4UKI2ucft85AMXSmc=,sf-bay-area,900,180
2017-07-01,Ovy+P6AuQyWzLP99MROjrP9r99A=,washington-dc,840,-48
2017-07-01,qb24FGhrJerLglfqJOSQbkgKAg8=,sf-bay-area,150,0
2017-07-01,HupV6pIExOYN0swANoe+QW9G+e8=,washington-dc,925,185
2017-07-01,SlHP3XH9vEqs6yEcMg+WqBZX/F0=,sf-bay-area,450,0
2017-07-01,hcAkkn6m0w80HvAq8FU4Ivg1S58=,washington-dc,0,0
2017-07-01,7HU/oN2Jjw/9i6Hp+YbgbMaB7iA=,washington-dc,175,35
2017-07-01,K5zI/ClodM8UuVfftERflNczYJg=,sf-bay-area,243.018,31.59234
2017-07-01,O0wLoD24v96j4qXenx17EtVXZJ0=,sf-bay-area,2608.43,339.0959
2017-07-01,21JCqoUX+vo7zRS+50SW9pQWxew=,sf-bay-area,356.5,46.345
2017-07-01,Tc8EK8ll1DXMfvnn8XjAPmuYHPU=,sf-bay-area,540,54
2017-07-01,QJCNVj8B6zzp4tCN4jKkbmaISXY=,sf-bay-area,360,72
2017-07-01,0jQo1FGqnnFyu/ocW1Tp2OUsCuw=,sf-bay-area,0,0
2017-07-01,h+q3joriGsQjQbaFqwsWXI0P6Qc=,sf-bay-area,150,0
2017-07-01,OTJH+BWRlhOSsqwEsJpucMLfK/8=,sf-bay-area,5375,1075
2017-07-01,TxPmtTCEFsd3oxt5ZWJw1xlbTeU=,sf-bay-area,2875,475
2017-07-01,4mBLnHYlz//qYn0wlqvKZ0sBER8=,sf-bay-area,2750,550
2017-07-01,ooRN2WK9Cn/2tWXHxUs+o9oJj1k=,sf-bay-area,3625,675
2017-07-01,uQoPv4r4dzEKpeTwiNM9cAjPZnQ=,sf-bay-area,150,0
2017-07-01,WEUXyAZ3zVT26GwWH70jx3mudjg=,sf-bay-area,0,0
2017-07-01,lD5iFnwtWT9tsZU262k3qvNYtLg=,sf-bay-area,406,81.2
2017-07-01,xCXI8iVR0xHkzCHD7B74pUDeooU=,sf-bay-area,1440,288
2017-07-01,hWbILKdb43FbRUc+NQCIQemon5k=,sf-bay-area,400,80
2017-07-01,X3vUR9rJa9RP3WFp37h9a6HtIng=,sf-bay-area,1530,306
2017-07-01,tSJzNtuZ8fc0lWmOcLJo4R+IGyA=,sf-bay-area,2340,468
2017-07-01,UOjgUEZ5JEo5fd0JFu3LTHtRIC0=,sf-bay-area,180,36
2017-07-01,ktIvor06M9QE0J/p5EW5T6fo6ZY=,los-angeles,5512.5,892.5
2017-07-01,yBceqLwOANDdkYfTbD4ro2Mv3eg=,washington-dc,525,-105
2017-07-01,LsYKnOL2YDPvYaYtMMbNw8YJoh0=,sf-bay-area,1800,360
2017-07-01,tn96m2VrNaRH7N9/2/x7knF8qhw=,los-angeles,1792,358.4
2017-07-01,RjA9OofaPi/2R+rJaWImhY0BlIY=,washington-dc,0,0
2017-07-01,1OgFcDnl+RQ0+nxAqZNzRDJUrR4=,washington-dc,31160,5632
2017-07-01,ayADekYehHoNNL8QOlwb1hOMVak=,los-angeles,0,0
2017-07-01,ARsdMqPJLGGQyddX1Vx6C+2LVa4=,kansas city,0,0
2017-07-01,rIlMJuz2j+4W7rXrdTec1vmjUu0=,sf-bay-area,2400,480
2017-07-01,MQ+orx+F5VeaPQvZT7pZ8iO6MYM=,sf-bay-area,600,120
2017-07-01,TbvgKXCqKpw49OxRf2OKWFByfbk=,los-angeles,0,0
2017-07-01,RZN6CS3g5JM9G+Gy1dB1l/egkVo=,sf-bay-area,480,96
2017-07-01,Ti2TjkcwSeDGU0s8MfH9/LAgNPU=,sf-bay-area,800,160
2017-07-01,a+XgympXkm0nl6WAdNpKshaMwUw=,sf-bay-area,1360,272
2017-07-01,sBspxq5xVPCttzBW5uM9a1Le0Ps=,sf-bay-area,560,112
2017-07-01,Zqd/5Lt9eEN4VuIAJn4YTNXSI30=,sf-bay-area,560,98
2017-07-01,6fsUYWhRrpI9qpRaCWpwtnpjNa8=,los-angeles,3720,744
2017-07-01,1PP2masbp15yANzZ6tTQcelfFgI=,los-angeles,600,120
2017-07-01,Hjp9HMvlClydi30A0NfeINH8WL8=,los-angeles,820,164
2017-07-01,9SJVPcJxyxJey8eoofE5k59nSJo=,los-angeles,1440,288
2017-07-01,WxYj9xdTiXMjPp3VprykCMQX98w=,sf-bay-area,600,120
2017-07-01,5eYjT1udPzcx2LDl60pKIZwoS7Q=,los-angeles,600,120
2017-07-01,jLyXdyjWbQYwMpx1FXQsNqSwiIs=,sf-bay-area,5841.563,693.13569
2017-07-01,WTMyuwBM+/ODInBod7KsL5mn548=,los-angeles,480,96
2017-07-01,zRlaVNW3jEhjOjQZ42ibQ6D6Nrw=,sf-bay-area,1670.375,197.22625
2017-07-01,uQBoc5FI++MCWbGuI3XbG75gj00=,sf-bay-area,811.509,105.49617
2017-07-01,Ml0QIgqcgrgUuYZ1v5lNpgH7NVQ=,sf-bay-area,1239.286,161.10718
2017-07-01,grzFbmfgioOtBsoi50r/nvBNM94=,sf-bay-area,1300,260
2017-07-01,cvMW/eNSFIV5EIlAuWPQ8xZgpMk=,sf-bay-area,8905.554,1141.92585
2017-07-01,8koVuYv8PMbskBiTHBrAPz92Dfk=,sf-bay-area,1553.581,186.16936
2017-07-01,qL9c6L+rU9wjsiBv4U6gEOt77tM=,sf-bay-area,178.25,3.25
2017-07-01,LddLvEMvRhVGx96pzdteImPXo+k=,sf-bay-area,0,0
2017-07-01,L47edxOxNXz6fxaGQyuGXkibRAI=,new-york-city,1750,350
2017-07-01,ZJziuIJdZIWZWtPqIZEV8mnhSgQ=,sf-bay-area,0,0
2017-07-01,7lMbfdC4qCocgO6Ew2bJ11fJt58=,sf-bay-area,2590,518
2017-07-01,Ou5a0UbRCLeTnw7Iw6x/bW79o4M=,sf-bay-area,185,0
2017-07-01,Spmb5Sw64fhZd+DoGVx5omz8uBU=,new-york-city,400,80
2017-07-01,nuGsZ4zsBzbPDqjZW2DsPzQc0Z0=,sf-bay-area,200,40
2017-07-01,/ObI10BqGol67TaHKfJRgX7sx/o=,los-angeles,3360,784
2017-07-01,/LftQ9oKW5Asc4+2UJ3tZxfD0xk=,sf-bay-area,250,50
2017-07-01,amwfxw80hBOebkAfwd0TvEuEOQ4=,sf-bay-area,4125,825
2017-07-01,85q64APp3xJKeula2Ye4I08EFro=,sf-bay-area,2000,400
2017-07-01,QGHAjeB+NE4x3ITnqe/7Kep2sOc=,sf-bay-area,2125,425
2017-07-01,N0n8A4W7v5AwHSfy6P1ylGIdcqI=,sf-bay-area,7250,1450
2017-07-01,lFpbdigfjp/f66RD60l6nE1EZSk=,sf-bay-area,8750,1750
2017-07-01,Qt0A1WyQCRuLRyu4BB7AIvLqHaM=,new-york-city,11325,1695
2017-07-01,eluswfTOjZtX36Vo7S313OwwqYI=,sf-bay-area,480,0
2017-07-01,DDWtGldAPp4syuLqUGEginPfAGI=,sf-bay-area,0,0
2017-07-01,TtAsT8nZ8iGijOSAeNCHKJAagv4=,sf-bay-area,2831.25,566.25
2017-07-01,TeAzNm1MBeYu7zPhgM/88wguEvU=,sf-bay-area,370,74
2017-07-01,L/lVgNr2uBtF5o3Ri+byB3kIUxE=,sf-bay-area,674.1,67.41
2017-07-01,bJm8axFujue5SxYExRlYiKaM9Bs=,los-angeles,3756,626.001252
2017-07-01,OJajV0FOt/hgvcvBWAAL1wKnngA=,los-angeles,437.5,87.5
2017-07-01,6XuMRVDeG22PxVeE833uLUy1jIc=,los-angeles,1375,275
2017-07-01,K6JnGcbNPHAvFuQC+D40dO1Va1g=,new-york-city,200,0
2017-07-01,auO6qlAAMa2j5KqNSfhB9pNqqt4=,los-angeles,1038.51,56.646
2017-07-01,Du90baLZ7JJiiShpw842l0eFfaI=,los-angeles,2265.84,453.168
2017-07-01,PrZ5C34DBpH169tO36DrHWuY6+M=,los-angeles,5853.42,1170.684
2017-07-01,Bp+Or7/AUJNrjoH7Vu2QWjwDhFI=,los-angeles,1290,215
2017-07-01,Ig0dva0QrQL7YNjInoh0Oee2QHw=,los-angeles,5452,1060.4
2017-07-01,SphScE3/VKzeTl7HKBUIXunDTsM=,sf-bay-area,5609.286,729.20718
2017-07-01,CZURnH3E27nTSjZHjI7rGOymdAE=,sf-bay-area,337.5,67.5
2017-07-01,bUdIyOwiQqe6rf585CaCgBFKU8k=,los-angeles,375,75
2017-07-01,PluU8PoU5CA9paQ+v4owjUKgf9c=,los-angeles,1687.5,337.5
2017-07-01,yEJNQXGOmtF+zlflWSu8FA1mvHM=,los-angeles,187.5,37.5
2017-07-01,wl8lIRP5HsQtz3ro01cS+lT3/jM=,los-angeles,0,0
2017-07-01,2daAxA9+PtS7LjU2nYsVaOpdTAI=,sf-bay-area,4374.324,568.66212
2017-07-01,34COYwRKBCBSyyqZzGztYN/gylM=,sf-bay-area,1170,215
